2026-05-10 16:08:54.758016,Neutral,69.45%
2026-05-10 16:08:54.976936,Neutral,72.18%
2026-05-10 16:08:55.167059,Neutral,45.34%
2026-05-10 16:08:55.353924,Neutral,52.30%
2026-05-10 16:08:55.582926,Neutral,45.95%
2026-05-10 16:08:55.840048,Neutral,48.10%
2026-05-10 16:08:56.090070,Neutral,52.58%
2026-05-10 16:08:56.297472,Neutral,54.26%
2026-05-10 16:08:56.535563,Neutral,51.99%
2026-05-10 16:08:56.723809,Neutral,44.73%
2026-05-10 16:08:56.946691,Neutral,55.50%
2026-05-10 16:08:57.181171,Neutral,58.96%
2026-05-10 16:08:57.405561,Neutral,44.30%
2026-05-10 16:08:57.618246,Neutral,48.26%
2026-05-10 16:08:57.858606,Neutral,55.74%
2026-05-10 16:08:58.061096,Neutral,40.58%
2026-05-10 16:08:58.283880,Neutral,48.04%
2026-05-10 16:08:58.493451,Neutral,49.03%
2026-05-10 16:08:58.759314,Neutral,56.75%
2026-05-10 16:08:58.994483,Neutral,61.02%
2026-05-10 16:08:59.276471,Neutral,53.26%
2026-05-10 16:08:59.479535,Neutral,41.55%
2026-05-10 16:08:59.700084,Neutral,48.93%
2026-05-10 16:08:59.895102,Neutral,45.66%
2026-05-10 16:09:00.164796,Neutral,45.27%
2026-05-10 16:09:00.373498,Neutral,46.25%
2026-05-10 16:09:00.577942,Neutral,35.00%
2026-05-10 16:09:00.816067,Neutral,39.50%
2026-05-10 16:09:01.048420,Neutral,43.80%
2026-05-10 16:09:01.267701,Neutral,58.06%
2026-05-10 16:09:01.521138,Neutral,43.72%
2026-05-10 16:09:01.748293,Neutral,47.61%
2026-05-10 16:09:01.940148,Neutral,56.08%
2026-05-10 16:09:02.154163,Neutral,56.22%
2026-05-10 16:09:02.395600,Neutral,37.80%
2026-05-10 16:09:02.666746,Neutral,52.88%
2026-05-10 16:09:02.929212,Neutral,49.92%
2026-05-10 16:09:03.161818,Neutral,64.62%
2026-05-10 16:09:03.353555,Neutral,56.80%
2026-05-10 16:09:03.550081,Neutral,56.44%
2026-05-10 16:09:03.724699,Neutral,52.39%
2026-05-10 16:09:03.925620,Neutral,48.41%
2026-05-10 16:09:04.125372,Neutral,51.40%
2026-05-10 16:09:04.375546,Neutral,47.58%
2026-05-10 16:09:04.592046,Neutral,47.45%
2026-05-10 16:09:04.811357,Neutral,50.34%
2026-05-10 16:09:05.024658,Neutral,46.86%
2026-05-10 16:09:05.234088,Neutral,54.19%
